FirstStructure__c;CreatedYear__c;CreatedDate__c;Type;Case_Theme_Area__c;Case_Topic_Service__c;Origin;Case_Alert_Police_Warning__c;Municipality_Category__c
CHIAMAROMA 060606;2026;25/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;6
CHIAMAROMA 060606;2026;25/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;6
GABINETTO DEL SINDACO;2026;25/03/2026;Segnalazione;MOBILITA E TRASPORTI;ALTRI SERVIZI MOBILITA E TRASPORTI;Email To Case;false;
CHIAMAROMA 060606;2026;25/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;5
CHIAMAROMA 060606;2026;25/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;5
CHIAMAROMA 060606;2026;25/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;13
CHIAMAROMA 060606;2026;25/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;7
MUNICIPIO VIII;2026;25/03/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;CDC;false;8
DIPARTIMENTO TUTELA AMBIENTALE;2026;25/03/2026;Segnalazione;AMBIENTE;ALTRI SERVIZI AMBIENTE;Email To Case;false;
MUNICIPIO VI;2026;25/03/2026;Segnalazione;SERVIZI MUNICIPALI;SERVIZI SCOLASTICI;Email To Case;false;
POLIZIA LOCALE DI ROMA CAPITALE;2026;25/03/2026;Segnalazione;COMMERCIO E IMPRESA;ANTIABUSIVISMO COMMERCIALE;CDC;false;1
POLIZIA LOCALE DI ROMA CAPITALE;2026;25/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;2
CHIAMAROMA 060606;2026;25/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;2
BACK OFFICE ROMA CAPITALE;2026;25/03/2026;Reclamo;SERVIZI MUNICIPALI;SERVIZI ANAGRAFICI;CDC;false;
CHIAMAROMA 060606;2026;25/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;9
GABINETTO DEL SINDACO;2026;25/03/2026;Segnalazione;AMBIENTE;ANIMALI;Email To Case;false;5
CHIAMAROMA 060606;2026;25/03/2026;Segnalazione;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE;Call Center;false;6
CHIAMAROMA 060606;2026;25/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;5
POLIZIA LOCALE DI ROMA CAPITALE;2026;25/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;1
POLIZIA LOCALE DI ROMA CAPITALE;2026;25/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;3
POLIZIA LOCALE DI ROMA CAPITALE;2026;25/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;3
;2026;25/03/2026;Segnalazione;MOBILITA E TRASPORTI;FREQUENZA E ORARI;TVA;false;
CHIAMAROMA 060606;2026;25/03/2026;Segnalazione;MOBILITA E TRASPORTI;VIABILITA STRADALE;Call Center;false;2
CHIAMAROMA 060606;2026;25/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;Call Center;false;4
CHIAMAROMA 060606;2026;25/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;14
GABINETTO DEL SINDACO;2026;25/03/2026;Segnalazione;AMBIENTE;ANIMALI;Email To Case;false;5
POLIZIA LOCALE DI ROMA CAPITALE;2026;25/03/2026;Segnalazione;SICUREZZA URBANA;ALTRI INTERVENTI DI POLIZIA LOCALE;Email To Case;false;
CHIAMAROMA 060606;2026;25/03/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;Call Center;false;5
POLIZIA LOCALE DI ROMA CAPITALE;2026;25/03/2026;Segnalazione;SICUREZZA URBANA;ALTRI INTERVENTI DI POLIZIA LOCALE;Email To Case;false;
AMA;2026;25/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;CDC;false;7
CHIAMAROMA 060606;2026;25/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;9
CHIAMAROMA 060606;2026;25/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;9
CHIAMAROMA 060606;2026;25/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;9
CHIAMAROMA 060606;2026;25/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;9
CHIAMAROMA 060606;2026;25/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;9
CHIAMAROMA 060606;2026;25/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;4
GABINETTO DEL SINDACO;2026;25/03/2026;Segnalazione;AMBIENTE;ANIMALI;Email To Case;false;5
AMA;2026;25/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;CDC;false;9
MUNICIPIO II;2026;25/03/2026;Reclamo;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;CDC;false;2
;2026;25/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;TVA;false;7
GABINETTO DEL SINDACO;2026;25/03/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;Email To Case;false;2
POLIZIA LOCALE DI ROMA CAPITALE;2026;25/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;2
CHIAMAROMA 060606;2026;25/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;13
CHIAMAROMA 060606;2026;25/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;2
CHIAMAROMA 060606;2026;25/03/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;Call Center;false;10
CHIAMAROMA 060606;2026;25/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;Call Center;false;1
;2026;25/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA AMMINISTRATIVA;TVA;false;7
POLIZIA LOCALE DI ROMA CAPITALE;2026;25/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;4
CHIAMAROMA 060606;2026;25/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;1
POLIZIA LOCALE DI ROMA CAPITALE;2026;25/03/2026;Reclamo;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;1
CHIAMAROMA 060606;2026;25/03/2026;Segnalazione;MOBILITA E TRASPORTI;FREQUENZA E ORARI;Call Center;false;
GABINETTO DEL SINDACO;2026;25/03/2026;Segnalazione;AMBIENTE;ANIMALI;Email To Case;false;5
MUNICIPIO IV;2026;25/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Email To Case;false;4
DIPARTIMENTO MONITORAGGIO QUALITA' DEI SERVIZI E COMUNICAZIONE ISTITUZIONALE;2026;25/03/2026;Reclamo;DIRITTI E PARI OPPORTUNITA;EFFICIENZA UFFICI E COMPORTAMENTO DEL PERSONALE;CDC;false;
CHIAMAROMA 060606;2026;25/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;Call Center;false;12
MUNICIPIO IX;2026;25/03/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;CDC;false;9
CHIAMAROMA 060606;2026;25/03/2026;Reclamo;MOBILITA E TRASPORTI;BIGLIETTI E ABBONAMENTI;Call Center;false;
CHIAMAROMA 060606;2026;25/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;Call Center;false;13
CHIAMAROMA 060606;2026;25/03/2026;Segnalazione;MOBILITA E TRASPORTI;VIABILITA STRADALE;Call Center;false;8
CHIAMAROMA 060606;2026;25/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;Call Center;false;3
DIPARTIMENTO TUTELA AMBIENTALE;2026;25/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Email To Case;false;7
CHIAMAROMA 060606;2026;25/03/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;Call Center;false;7
CHIAMAROMA 060606;2026;25/03/2026;Reclamo;SERVIZI MUNICIPALI;SERVIZI ANAGRAFICI;Call Center;false;
POLIZIA LOCALE DI ROMA CAPITALE;2026;25/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;1
CHIAMAROMA 060606;2026;25/03/2026;Segnalazione;AMBIENTE;RAMI PERICOLANTI E POTATURE ALBERI;Call Center;false;9
CHIAMAROMA 060606;2026;25/03/2026;Segnalazione;SERVIZI MUNICIPALI;SERVIZIO TECNICO;Call Center;false;12
CHIAMAROMA 060606;2026;25/03/2026;Segnalazione;AMBIENTE;RAMI PERICOLANTI E POTATURE ALBERI;Call Center;false;3
DIPARTIMENTO DECENTRAMENTO E SERVIZI DELEGATI;2026;25/03/2026;Segnalazione;ANAGRAFE E SERVIZI CIVICI;SERVIZI ELETTORALI;CDC;false;
POLIZIA LOCALE DI ROMA CAPITALE;2026;25/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;2
POLIZIA LOCALE DI ROMA CAPITALE;2026;25/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;1
POLIZIA LOCALE DI ROMA CAPITALE;2026;25/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;8
CHIAMAROMA 060606;2026;25/03/2026;Segnalazione;COMMERCIO E IMPRESA;SERVIZI ON LINE PER LE IMPRESE;CDC;false;
CHIAMAROMA 060606;2026;25/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;7
CHIAMAROMA 060606;2026;25/03/2026;Segnalazione;AMBIENTE;AREE VERDI E PARCHI PUBBLICI;Call Center;false;4
MUNICIPIO I;2026;25/03/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;CDC;false;1
CHIAMAROMA 060606;2026;25/03/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;Call Center;false;1
CHIAMAROMA 060606;2026;25/03/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;Call Center;false;2
CHIAMAROMA 060606;2026;25/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;Call Center;false;1
CHIAMAROMA 060606;2026;25/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;Call Center;false;8
CHIAMAROMA 060606;2026;25/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;13
MUNICIPIO X;2026;25/03/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;CDC;false;10
CHIAMAROMA 060606;2026;25/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;Call Center;false;1
POLIZIA LOCALE DI ROMA CAPITALE;2026;25/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;3
CHIAMAROMA 060606;2026;25/03/2026;Segnalazione;SICUREZZA URBANA;ALTRI INTERVENTI DI POLIZIA LOCALE;Call Center;false;
POLIZIA LOCALE DI ROMA CAPITALE;2026;25/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;12
POLIZIA LOCALE DI ROMA CAPITALE;2026;25/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;1
POLIZIA LOCALE DI ROMA CAPITALE;2026;25/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;1
CHIAMAROMA 060606;2026;25/03/2026;Segnalazione;AMBIENTE;ALTRI SERVIZI AMBIENTE;Call Center;false;
CHIAMAROMA 060606;2026;25/03/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;Call Center;false;14
POLIZIA LOCALE DI ROMA CAPITALE;2026;25/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;1
CHIAMAROMA 060606;2026;25/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;14
DIPARTIMENTO TUTELA AMBIENTALE;2026;25/03/2026;Segnalazione;AMBIENTE;AREE VERDI E PARCHI PUBBLICI;URP;false;5
CHIAMAROMA 060606;2026;25/03/2026;Reclamo;ANAGRAFE E SERVIZI CIVICI;SERVIZI ANAGRAFICI E DI STATO CIVILE (NON MUNICIPALI);Call Center;false;
MUNICIPIO II;2026;25/03/2026;Reclamo;SERVIZI MUNICIPALI;ALTRI SERVIZI MUNICIPALI;Email To Case;false;
CHIAMAROMA 060606;2026;25/03/2026;Segnalazione;AMBIENTE;RAMI PERICOLANTI E POTATURE ALBERI;Call Center;false;14
CHIAMAROMA 060606;2026;25/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;Call Center;false;13
CHIAMAROMA 060606;2026;25/03/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;Call Center;false;10
CHIAMAROMA 060606;2026;25/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;15
CHIAMAROMA 060606;2026;25/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;Call Center;false;2
CHIAMAROMA 060606;2026;25/03/2026;Segnalazione;SERVIZI MUNICIPALI;SERVIZIO TECNICO;Call Center;false;8
DIPARTIMENTO PREVENZIONE E RISANAMENTO DAGLI INQUINAMENTI AMBIENTALI;2026;25/03/2026;Segnalazione;SICUREZZA URBANA;ALTRI INTERVENTI DI POLIZIA LOCALE;CDC;false;
CHIAMAROMA 060606;2026;25/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;10
POLIZIA LOCALE DI ROMA CAPITALE;2026;25/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;2
MUNICIPIO I;2026;25/03/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;URP;false;1
CHIAMAROMA 060606;2026;25/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;2
CHIAMAROMA 060606;2026;25/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;8
CHIAMAROMA 060606;2026;25/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;1
POLIZIA LOCALE DI ROMA CAPITALE;2026;25/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;5
CHIAMAROMA 060606;2026;25/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;15
CHIAMAROMA 060606;2026;25/03/2026;Reclamo;MOBILITA E TRASPORTI;MEZZI DI TRASPORTO, STRUTTURE E IMPIANTI;Call Center;false;11
CHIAMAROMA 060606;2026;25/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;15
CHIAMAROMA 060606;2026;25/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;13
MUNICIPIO XIII;2026;25/03/2026;Segnalazione;SICUREZZA URBANA;ALTRI INTERVENTI DI POLIZIA LOCALE;CDC;false;
CHIAMAROMA 060606;2026;25/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;10
CHIAMAROMA 060606;2026;25/03/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;Call Center;false;1
CHIAMAROMA 060606;2026;25/03/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;Call Center;false;7
RAGIONERIA GENERALE;2026;25/03/2026;Segnalazione;TRIBUTI E CONTRAVVENZIONI;CONTRIBUTO DI SOGGIORNO;CDC;false;
CHIAMAROMA 060606;2026;25/03/2026;Segnalazione;SERVIZI MUNICIPALI;SERVIZIO TECNICO;Call Center;false;13
AMA;2026;25/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;CDC;false;5
GABINETTO DEL SINDACO;2026;25/03/2026;Segnalazione;MOBILITA E TRASPORTI;ALTRI SERVIZI MOBILITA E TRASPORTI;Email To Case;false;
CHIAMAROMA 060606;2026;25/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;13
CHIAMAROMA 060606;2026;25/03/2026;Reclamo;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;Call Center;false;4
POLIZIA LOCALE (8° Gruppo TINTORETTO);2026;25/03/2026;Segnalazione;SICUREZZA URBANA;ALTRI INTERVENTI DI POLIZIA LOCALE;Email To Case;false;
CHIAMAROMA 060606;2026;25/03/2026;Segnalazione;COMMERCIO E IMPRESA;ANTIABUSIVISMO COMMERCIALE;Call Center;false;5
CHIAMAROMA 060606;2026;25/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;4
CHIAMAROMA 060606;2026;25/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;1
CHIAMAROMA 060606;2026;25/03/2026;Segnalazione;ANAGRAFE E SERVIZI CIVICI;SERVIZI FUNEBRI E CIMITERIALI;Call Center;false;
CHIAMAROMA 060606;2026;25/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;9
CHIAMAROMA 060606;2026;25/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;6
CHIAMAROMA 060606;2026;25/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;7
CHIAMAROMA 060606;2026;25/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;9
CHIAMAROMA 060606;2026;25/03/2026;Segnalazione;ANAGRAFE E SERVIZI CIVICI;SERVIZI FUNEBRI E CIMITERIALI;Call Center;false;
CHIAMAROMA 060606;2026;25/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;1
CHIAMAROMA 060606;2026;25/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;Call Center;false;1
GABINETTO DEL SINDACO;2026;25/03/2026;Segnalazione;MOBILITA E TRASPORTI;ALTRI SERVIZI MOBILITA E TRASPORTI;Email To Case;false;
MUNICIPIO V;2026;25/03/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;CDC;false;5
CHIAMAROMA 060606;2026;25/03/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;Call Center;false;9
CHIAMAROMA 060606;2026;25/03/2026;Segnalazione;ANAGRAFE E SERVIZI CIVICI;SERVIZI FUNEBRI E CIMITERIALI;Call Center;false;
GABINETTO DEL SINDACO;2026;25/03/2026;Segnalazione;AMBIENTE;ALTRI SERVIZI AMBIENTE;Email To Case;false;
MUNICIPIO IX;2026;25/03/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;CDC;false;9
MUNICIPIO II;2026;25/03/2026;Segnalazione;SERVIZI MUNICIPALI;SERVIZI SCOLASTICI;Email To Case;false;
CHIAMAROMA 060606;2026;25/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;Call Center;false;6
CHIAMAROMA 060606;2026;25/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;Call Center;false;5
CHIAMAROMA 060606;2026;25/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;Call Center;false;1
CHIAMAROMA 060606;2026;25/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;14
CHIAMAROMA 060606;2026;25/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;1
CHIAMAROMA 060606;2026;25/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;14
CHIAMAROMA 060606;2026;25/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;14
DIPARTIMENTO TUTELA AMBIENTALE;2026;25/03/2026;Segnalazione;AMBIENTE;AREE VERDI E PARCHI PUBBLICI;URP;false;9
CHIAMAROMA 060606;2026;25/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;Call Center;false;1
CHIAMAROMA 060606;2026;25/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;14
AMA;2026;25/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;CDC;false;5
CHIAMAROMA 060606;2026;25/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;14
AMA;2026;25/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;CDC;false;5
CHIAMAROMA 060606;2026;25/03/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;Call Center;false;9
CHIAMAROMA 060606;2026;25/03/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;Call Center;false;3
CHIAMAROMA 060606;2026;25/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;2
DIPARTIMENTO TUTELA AMBIENTALE;2026;25/03/2026;Segnalazione;AMBIENTE;SPECIE INFESTANTI E SINANTROPE;URP;false;6
CHIAMAROMA 060606;2026;25/03/2026;Segnalazione;SERVIZI MUNICIPALI;SERVIZIO TECNICO;Call Center;false;9
CHIAMAROMA 060606;2026;25/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;9
POLIZIA LOCALE DI ROMA CAPITALE;2026;25/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;CDC;false;12
CHIAMAROMA 060606;2026;25/03/2026;Segnalazione;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE;Call Center;false;9
CHIAMAROMA 060606;2026;25/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;2
MUNICIPIO XIV;2026;25/03/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;ALTRI SERVIZI OPERE E MANUTENZIONE;Email To Case;false;14
CHIAMAROMA 060606;2026;25/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;2
MUNICIPIO XIV;2026;25/03/2026;Segnalazione;OPERE E MANUTENZIONE DELLA CITTA;MANUTENZIONE STRADALE;CDC;false;14
CHIAMAROMA 060606;2026;25/03/2026;AMA LineaVerde;GESTIONE RIFIUTI E PULIZIA URBANA;LINEA VERDE – SEGNALAZIONE RIFIUTI E PULIZIA;Call Center;false;1
CHIAMAROMA 060606;2026;25/03/2026;Segnalazione;SICUREZZA URBANA;PRONTO INTERVENTO E PERICOLO IMMEDIATO;Call Center;false;1
;2026;25/03/2026;Segnalazione;SICUREZZA URBANA;POLIZIA STRADALE;TVA;false;1
